subject,body,subject_masked,body_masked,subject_clean,body_clean,text_clean,label_list,n_labels,y_admin,y_assessment,y_extenuating_circumstances,y_feedback,y_resources,y_timetabling,label_ids
think my mark is wrong,"hi dr smith

i got 42% for the kv5002 coursework but i dont think thats right. my code runs perfectly and i tested it loads of times. i think there might have been a marking error. can u check it again??

thx
ryan",think my mark is wrong,"hi [PERSON]

i got 42% for the [ORGANIZATION] coursework but i dont think thats right. my code runs perfectly and i tested it loads of times. i think there might have been a marking error. can u check it again??

thx
ryan",think my mark is wrong,hi [PERSON] i got 42% for the [ORGANIZATION] coursework but i dont think thats right. my code runs perfectly and i tested it loads of times. i think there might have been a marking error. can u check it again?? thx ryan,think my mark is wrong [SEP] hi [PERSON] i got 42% for the [ORGANIZATION] coursework but i dont think thats right. my code runs perfectly and i tested it loads of times. i think there might have been a marking error. can u check it again?? thx ryan,['feedback'],1,0,0,0,1,0,0,[3]
Positive Feedback - Thank You,"Dear Dr Smith,

I just wanted to send a quick email to say thank you for the detailed feedback on my KV6003 project proposal. The comments were really helpful and I feel much more confident about the direction of my project now.

I particularly appreciated the suggested papers for my literature review — they've been very relevant.

Best wishes,
Zara Ahmed",Positive Feedback - Thank You,"[ORGANIZATION],

I just wanted to send a quick email to say thank you for the detailed feedback on my KV6003 project proposal. The comments were really helpful and I feel much more confident about the direction of my project now.

I particularly appreciated the suggested papers for my literature review — they've been very relevant.

Best wishes,
[PERSON]",Positive Feedback - Thank You,"[ORGANIZATION], I just wanted to send a quick email to say thank you for the detailed feedback on my KV6003 project proposal. The comments were really helpful and I feel much more confident about the direction of my project now. I particularly appreciated the suggested papers for my literature review — they've been very relevant. Best wishes, [PERSON]","Positive Feedback - Thank You [SEP] [ORGANIZATION], I just wanted to send a quick email to say thank you for the detailed feedback on my KV6003 project proposal. The comments were really helpful and I feel much more confident about the direction of my project now. I particularly appreciated the suggested papers for my literature review — they've been very relevant. Best wishes, [PERSON]",['feedback'],1,0,0,0,1,0,0,[3]
Formal Grade Appeal - KV4006,"Dear Dr Smith,

I am writing to formally query my grade for the KV4006 examination. I received 38% which is a fail, however I am confident I answered the questions correctly based on the lecture material and my revision notes.

I would like to request a remark of my paper. Could you advise on the formal process for appealing a grade? I understand there may be a deadline for this and I want to ensure I don't miss it.

I have kept all my revision materials and practice answers if these would be useful for comparison.

Yours sincerely,
Priya Patel",Formal Grade Appeal - KV4006,"[ORGANIZATION],

I am writing to formally query my grade for the KV4006 examination. I received 38% which is a fail, however I am confident I answered the questions correctly based on the lecture material and my revision notes.

I would like to request a remark of my paper. Could you advise on the formal process for appealing a grade? I understand there may be a deadline for this and I want to ensure I don't miss it.

I have kept all my revision materials and practice answers if these would be useful for comparison.

Yours sincerely,
[PERSON]",Formal Grade Appeal - KV4006,"[ORGANIZATION], I am writing to formally query my grade for the KV4006 examination. I received 38% which is a fail, however I am confident I answered the questions correctly based on the lecture material and my revision notes. I would like to request a remark of my paper. Could you advise on the formal process for appealing a grade? I understand there may be a deadline for this and I want to ensure I don't miss it. I have kept all my revision materials and practice answers if these would be useful for comparison. Yours sincerely, [PERSON]","Formal Grade Appeal - KV4006 [SEP] [ORGANIZATION], I am writing to formally query my grade for the KV4006 examination. I received 38% which is a fail, however I am confident I answered the questions correctly based on the lecture material and my revision notes. I would like to request a remark of my paper. Could you advise on the formal process for appealing a grade? I understand there may be a deadline for this and I want to ensure I don't miss it. I have kept all my revision materials and practice answers if these would be useful for comparison. Yours sincerely, [PERSON]",['feedback'],1,0,0,0,1,0,0,[3]
cant see feedback on turnitin,"hi

it says my kv5002 feedback is available but when i click on the turnitin link it just shows my submission with no comments or grade. is it a turnitin issue or has it not been released yet??

pls help i want to know how i did

katie",cant see feedback on turnitin,"hi

it says my kv5002 feedback is available but when i click on the turnitin link it just shows my submission with no comments or grade. is it a turnitin issue or has it not been released yet??

pls help i want to know how i did

katie",cant see feedback on turnitin,hi it says my kv5002 feedback is available but when i click on the turnitin link it just shows my submission with no comments or grade. is it a turnitin issue or has it not been released yet?? pls help i want to know how i did katie,cant see feedback on turnitin [SEP] hi it says my kv5002 feedback is available but when i click on the turnitin link it just shows my submission with no comments or grade. is it a turnitin issue or has it not been released yet?? pls help i want to know how i did katie,['feedback'],1,0,0,0,1,0,0,[3]
Comparing My Mark With Others,"Dear Dr Smith,

I don't want to cause any issues but I've been talking to other students in KV4006 and several of us who submitted very similar approaches got quite different marks. Two of my friends got 65% and 68% but I got 51% and I feel our work was of comparable quality.

I'm not accusing anyone of anything but could you explain what differentiated the marks? I want to understand the marking criteria better.

Thank you,
Sophie Green",Comparing My Mark With Others,"[ORGANIZATION],

I don't want to cause any issues but I've been talking to other students in KV4006 and several of us who submitted very similar approaches got quite different marks. Two of my friends got 65% and 68% but I got 51% and I feel our work was of comparable quality.

I'm not accusing anyone of anything but could you explain what differentiated the marks? I want to understand the marking criteria better.

Thank you,
[ORGANIZATION]",Comparing My Mark With Others,"[ORGANIZATION], I don't want to cause any issues but I've been talking to other students in KV4006 and several of us who submitted very similar approaches got quite different marks. Two of my friends got 65% and 68% but I got 51% and I feel our work was of comparable quality. I'm not accusing anyone of anything but could you explain what differentiated the marks? I want to understand the marking criteria better. Thank you, [ORGANIZATION]","Comparing My Mark With Others [SEP] [ORGANIZATION], I don't want to cause any issues but I've been talking to other students in KV4006 and several of us who submitted very similar approaches got quite different marks. Two of my friends got 65% and 68% but I got 51% and I feel our work was of comparable quality. I'm not accusing anyone of anything but could you explain what differentiated the marks? I want to understand the marking criteria better. Thank you, [ORGANIZATION]",['feedback'],1,0,0,0,1,0,0,[3]
feedback for group project,"hi dr smith

we got our group project mark back for kv5002 and its 58% but we dont know how the individual marks break down. like did everyone in the group get the same mark or was there individual weighting?? because some people did way more work than others

can u explain how it was marked

thx
dan",feedback for group project,"hi [PERSON]

we got our group project mark back for [ORGANIZATION] and its 58% but we dont know how the individual marks break down. like did everyone in the group get the same mark or was there individual weighting?? because some people did way more work than others

can u explain how it was marked

thx
dan",feedback for group project,hi [PERSON] we got our group project mark back for [ORGANIZATION] and its 58% but we dont know how the individual marks break down. like did everyone in the group get the same mark or was there individual weighting?? because some people did way more work than others can u explain how it was marked thx dan,feedback for group project [SEP] hi [PERSON] we got our group project mark back for [ORGANIZATION] and its 58% but we dont know how the individual marks break down. like did everyone in the group get the same mark or was there individual weighting?? because some people did way more work than others can u explain how it was marked thx dan,['feedback'],1,0,0,0,1,0,0,[3]
KV6003 Supervisor Feedback Delay,"Dear Dr Smith,

I sent you my draft literature review chapter for KV6003 three weeks ago and I haven't received any feedback yet. I appreciate you're very busy but I'm finding it difficult to progress with the next chapter without knowing if my approach is on the right track.

Could you give me an indication of when I might receive your comments? Even brief feedback would be helpful at this stage.

Thank you for your time.

Regards,
Olivia Hughes",KV6003 Supervisor [PERSON],"[ORGANIZATION],

I sent you my draft literature review chapter for KV6003 three weeks ago and I haven't received any feedback yet. I appreciate you're very busy but I'm finding it difficult to progress with the next chapter without knowing if my approach is on the right track.

Could you give me an indication of when I might receive your comments? Even brief feedback would be helpful at this stage.

Thank you for your time.

[SIGN_OFF]
[PERSON]",KV6003 Supervisor [PERSON],"[ORGANIZATION], I sent you my draft literature review chapter for KV6003 three weeks ago and I haven't received any feedback yet. I appreciate you're very busy but I'm finding it difficult to progress with the next chapter without knowing if my approach is on the right track. Could you give me an indication of when I might receive your comments? Even brief feedback would be helpful at this stage. Thank you for your time. [SIGN_OFF] [PERSON]","KV6003 Supervisor [PERSON] [SEP] [ORGANIZATION], I sent you my draft literature review chapter for KV6003 three weeks ago and I haven't received any feedback yet. I appreciate you're very busy but I'm finding it difficult to progress with the next chapter without knowing if my approach is on the right track. Could you give me an indication of when I might receive your comments? Even brief feedback would be helpful at this stage. Thank you for your time. [SIGN_OFF] [PERSON]",['feedback'],1,0,0,0,1,0,0,[3]
WHAT DOES THIS FEEDBACK MEAN,"HI DR SMITH

I GOT MY KV4006 MARK BACK AND THE FEEDBACK SAYS 'INSUFFICIENT CRITICAL ANALYSIS' AND 'LACKS DEPTH'. WHAT DOES THAT ACTUALLY MEAN?? I WROTE 3000 WORDS AND REFERENCED 15 SOURCES SO I DONT UNDERSTAND HOW ITS NOT ENOUGH

CAN YOU EXPLAIN BECAUSE THE FEEDBACK IS NOT HELPFUL ON ITS OWN

MICHAEL",WHAT DOES THIS FEEDBACK MEAN,"HI DR SMITH

I GOT MY KV4006 MARK BACK AND THE FEEDBACK SAYS 'INSUFFICIENT CRITICAL ANALYSIS' AND 'LACKS DEPTH'. WHAT DOES THAT ACTUALLY MEAN?? I WROTE 3000 WORDS AND REFERENCED 15 SOURCES SO I DONT UNDERSTAND HOW ITS NOT ENOUGH

CAN YOU EXPLAIN BECAUSE THE FEEDBACK IS NOT HELPFUL ON ITS [ORGANIZATION]

[PERSON]",WHAT DOES THIS FEEDBACK MEAN,HI DR SMITH I GOT MY KV4006 MARK BACK AND THE FEEDBACK SAYS 'INSUFFICIENT CRITICAL ANALYSIS' AND 'LACKS DEPTH'. WHAT DOES THAT ACTUALLY MEAN?? I WROTE 3000 WORDS AND REFERENCED 15 SOURCES SO I DONT UNDERSTAND HOW ITS NOT ENOUGH CAN YOU EXPLAIN BECAUSE THE FEEDBACK IS NOT HELPFUL ON ITS [ORGANIZATION] [PERSON],WHAT DOES THIS FEEDBACK MEAN [SEP] HI DR SMITH I GOT MY KV4006 MARK BACK AND THE FEEDBACK SAYS 'INSUFFICIENT CRITICAL ANALYSIS' AND 'LACKS DEPTH'. WHAT DOES THAT ACTUALLY MEAN?? I WROTE 3000 WORDS AND REFERENCED 15 SOURCES SO I DONT UNDERSTAND HOW ITS NOT ENOUGH CAN YOU EXPLAIN BECAUSE THE FEEDBACK IS NOT HELPFUL ON ITS [ORGANIZATION] [PERSON],['feedback'],1,0,0,0,1,0,0,[3]
Anonymous Marking Concern and Feedback Query,"Dear Dr Smith,

I received my KV5002 mark and I noticed that the feedback comments reference me by name even though I thought marking was anonymous. I'm a bit concerned about this — does it mean the marker knew whose work they were assessing?

Also, the feedback mentions I should have included unit tests but I couldn't find this requirement anywhere in the brief. Could you clarify?

Best regards,
Hannah Wright",[PERSON] and Feedback Query,"[ORGANIZATION],

I received my KV5002 mark and I noticed that the feedback comments reference me by name even though I thought marking was anonymous. I'm a bit concerned about this — does it mean the marker knew whose work they were assessing?

Also, the feedback mentions I should have included unit tests but I couldn't find this requirement anywhere in the brief. Could you clarify?

Best regards,
[PERSON]",[PERSON] and Feedback Query,"[ORGANIZATION], I received my KV5002 mark and I noticed that the feedback comments reference me by name even though I thought marking was anonymous. I'm a bit concerned about this — does it mean the marker knew whose work they were assessing? Also, the feedback mentions I should have included unit tests but I couldn't find this requirement anywhere in the brief. Could you clarify? Best regards, [PERSON]","[PERSON] and Feedback Query [SEP] [ORGANIZATION], I received my KV5002 mark and I noticed that the feedback comments reference me by name even though I thought marking was anonymous. I'm a bit concerned about this — does it mean the marker knew whose work they were assessing? Also, the feedback mentions I should have included unit tests but I couldn't find this requirement anywhere in the brief. Could you clarify? Best regards, [PERSON]",['feedback'],1,0,0,0,1,0,0,[3]
disappointed with mark,"hi

got 52% for kv6003 interim which is basically a pass and nothing more. i spent weeks on that report and honestly feel like the marking was harsh. every time i try really hard i still end up with mediocre marks and its really demotivating

i dont even know if its worth requesting feedback because nothing ever changes

whatever
liam",disappointed with mark,"hi

got 52% for kv6003 interim which is basically a pass and nothing more. i spent weeks on that report and honestly feel like the marking was harsh. every time i try really hard i still end up with mediocre marks and its really demotivating

i dont even know if its worth requesting feedback because nothing ever changes

whatever
[PERSON]",disappointed with mark,hi got 52% for kv6003 interim which is basically a pass and nothing more. i spent weeks on that report and honestly feel like the marking was harsh. every time i try really hard i still end up with mediocre marks and its really demotivating i dont even know if its worth requesting feedback because nothing ever changes whatever [PERSON],disappointed with mark [SEP] hi got 52% for kv6003 interim which is basically a pass and nothing more. i spent weeks on that report and honestly feel like the marking was harsh. every time i try really hard i still end up with mediocre marks and its really demotivating i dont even know if its worth requesting feedback because nothing ever changes whatever [PERSON],['feedback'],1,0,0,0,1,0,0,[3]
Second Marker Request,"Dear Dr Smith,

Following receipt of my KV4006 grade (45%), I would like to formally request that my work be reviewed by a second marker. I believe the marking may not have fully reflected the content of my submission, particularly the database normalisation section which I feel was thorough and well-evidenced.

Could you advise on whether a second marking is possible and what the process involves?

Thank you,
David Kim",Second Marker Request,"[ORGANIZATION],

Following receipt of my KV4006 grade (45%), I would like to formally request that my work be reviewed by a second marker. I believe the marking may not have fully reflected the content of my submission, particularly the database normalisation section which I feel was thorough and well-evidenced.

Could you advise on whether a second marking is possible and what the process involves?

Thank you,
[PERSON]",Second Marker Request,"[ORGANIZATION], Following receipt of my KV4006 grade (45%), I would like to formally request that my work be reviewed by a second marker. I believe the marking may not have fully reflected the content of my submission, particularly the database normalisation section which I feel was thorough and well-evidenced. Could you advise on whether a second marking is possible and what the process involves? Thank you, [PERSON]","Second Marker Request [SEP] [ORGANIZATION], Following receipt of my KV4006 grade (45%), I would like to formally request that my work be reviewed by a second marker. I believe the marking may not have fully reflected the content of my submission, particularly the database normalisation section which I feel was thorough and well-evidenced. Could you advise on whether a second marking is possible and what the process involves? Thank you, [PERSON]",['feedback'],1,0,0,0,1,0,0,[3]
feedback meeting request,"hi dr smith

is it possible to book a 15 min meeting to go through my kv5002 feedback?? i got 61% which is ok but i want to push for a first in assignment 2 and i think going through the feedback properly would help

when are u free this week or next

cheers
james",feedback meeting request,"hi [PERSON]is it possible to book a 15 min meeting to go through my kv5002 feedback?? i got 61% which is ok but i want to push for a first in assignment 2 and i think going through the feedback properly would help

when are u free this week or next

cheers
james",feedback meeting request,hi [PERSON]is it possible to book a 15 min meeting to go through my kv5002 feedback?? i got 61% which is ok but i want to push for a first in assignment 2 and i think going through the feedback properly would help when are u free this week or next cheers james,feedback meeting request [SEP] hi [PERSON]is it possible to book a 15 min meeting to go through my kv5002 feedback?? i got 61% which is ok but i want to push for a first in assignment 2 and i think going through the feedback properly would help when are u free this week or next cheers james,['feedback'],1,0,0,0,1,0,0,[3]
Peer Assessment Unfair,"Dear Dr Smith,

The peer assessment component of the KV5002 group project has resulted in an unfair mark for me. One of my group members gave me a very low score despite the fact that I contributed significantly to the project. I have evidence of my contributions including Git commit history and WhatsApp messages.

Can the peer assessment scores be reviewed? I don't think one person's grudge should affect my degree classification.

Regards,
Alex Turner",Peer Assessment Unfair,"[ORGANIZATION],

The peer assessment component of the KV5002 group project has resulted in an unfair mark for me. One of my group members gave me a very low score despite the fact that I contributed significantly to the project. I have evidence of my contributions including [PERSON] commit history and [ORGANIZATION] messages.

Can the peer assessment scores be reviewed? I don't think one person's grudge should affect my degree classification.

[SIGN_OFF]
[PERSON]",Peer Assessment Unfair,"[ORGANIZATION], The peer assessment component of the KV5002 group project has resulted in an unfair mark for me. One of my group members gave me a very low score despite the fact that I contributed significantly to the project. I have evidence of my contributions including [PERSON] commit history and [ORGANIZATION] messages. Can the peer assessment scores be reviewed? I don't think one person's grudge should affect my degree classification. [SIGN_OFF] [PERSON]","Peer Assessment Unfair [SEP] [ORGANIZATION], The peer assessment component of the KV5002 group project has resulted in an unfair mark for me. One of my group members gave me a very low score despite the fact that I contributed significantly to the project. I have evidence of my contributions including [PERSON] commit history and [ORGANIZATION] messages. Can the peer assessment scores be reviewed? I don't think one person's grudge should affect my degree classification. [SIGN_OFF] [PERSON]",['feedback'],1,0,0,0,1,0,0,[3]
marks still not out for kv4006,"hi

its been over a month since we submitted kv4006 and marks still arent out. loads of people are asking about it in the group chat. do u know when theyll be released??

some of us need the marks for job applications

ta
ben",marks still not out for kv4006,"hi

its been over a month since we submitted kv4006 and marks still arent out. loads of people are asking about it in the group chat. do u know when theyll be released??

some of us need the marks for job applications

ta
[PERSON]",marks still not out for kv4006,hi its been over a month since we submitted kv4006 and marks still arent out. loads of people are asking about it in the group chat. do u know when theyll be released?? some of us need the marks for job applications ta [PERSON],marks still not out for kv4006 [SEP] hi its been over a month since we submitted kv4006 and marks still arent out. loads of people are asking about it in the group chat. do u know when theyll be released?? some of us need the marks for job applications ta [PERSON],['feedback'],1,0,0,0,1,0,0,[3]
Understanding the Marking Rubric,"Dear Dr Smith,

Now that I've received my KV6003 interim feedback, I'd like to better understand the marking rubric. The brief includes a rubric but some of the grade descriptors are quite vague — for example, the difference between 'good critical analysis' (60-69%) and 'excellent critical analysis' (70%+) isn't clear to me.

Could you provide some examples or explain what specifically pushes work from a 2:1 to a first-class level?

Thank you,
Isla Ferguson",Understanding the Marking Rubric,"[ORGANIZATION],

Now that I've received my KV6003 interim feedback, I'd like to better understand the marking rubric. The brief includes a rubric but some of the grade descriptors are quite vague — for example, the difference between 'good critical analysis' (60-69%) and 'excellent critical analysis' (70%+) isn't clear to me.

Could you provide some examples or explain what specifically pushes work from a 2:1 to a first-class level?

Thank you,
[PERSON]",Understanding the Marking Rubric,"[ORGANIZATION], Now that I've received my KV6003 interim feedback, I'd like to better understand the marking rubric. The brief includes a rubric but some of the grade descriptors are quite vague — for example, the difference between 'good critical analysis' (60-69%) and 'excellent critical analysis' (70%+) isn't clear to me. Could you provide some examples or explain what specifically pushes work from a 2:1 to a first-class level? Thank you, [PERSON]","Understanding the Marking Rubric [SEP] [ORGANIZATION], Now that I've received my KV6003 interim feedback, I'd like to better understand the marking rubric. The brief includes a rubric but some of the grade descriptors are quite vague — for example, the difference between 'good critical analysis' (60-69%) and 'excellent critical analysis' (70%+) isn't clear to me. Could you provide some examples or explain what specifically pushes work from a 2:1 to a first-class level? Thank you, [PERSON]",['feedback'],1,0,0,0,1,0,0,[3]
late penalty query,"hi dr smith

i got 45% for my kv5002 assignment but i submitted it 1 day late. does that mean my original mark was higher and its been capped?? if so what was my actual mark before the penalty?? because if i actually passed before the penalty then i feel like that should count for something

thx
connor",late penalty query,"hi [PERSON]

i got 45% for my [ORGANIZATION] assignment but i submitted it 1 day late. does that mean my original mark was higher and its been capped?? if so what was my actual mark before the penalty?? because if i actually passed before the penalty then i feel like that should count for something

thx
connor",late penalty query,hi [PERSON] i got 45% for my [ORGANIZATION] assignment but i submitted it 1 day late. does that mean my original mark was higher and its been capped?? if so what was my actual mark before the penalty?? because if i actually passed before the penalty then i feel like that should count for something thx connor,late penalty query [SEP] hi [PERSON] i got 45% for my [ORGANIZATION] assignment but i submitted it 1 day late. does that mean my original mark was higher and its been capped?? if so what was my actual mark before the penalty?? because if i actually passed before the penalty then i feel like that should count for something thx connor,['feedback'],1,0,0,0,1,0,0,[3]
Module Evaluation Feedback,"Dear Dr Smith,

I wanted to share some constructive feedback about KV4006 as a whole. Overall I've found the module well-structured and the lectures clear. However, I think the practical sessions could benefit from more hands-on exercises rather than demonstrations, and the assignment brief could be clearer about expectations for the design section.

I hope this is useful. I thought it was better to share directly rather than just through the anonymous module evaluation form.

Best wishes,
Rebecca Lawrence",[ORGANIZATION],"[ORGANIZATION],

I wanted to share some constructive feedback about KV4006 as a whole. Overall I've found the module well-structured and the lectures clear. However, I think the practical sessions could benefit from more hands-on exercises rather than demonstrations, and the assignment brief could be clearer about expectations for the design section.

I hope this is useful. I thought it was better to share directly rather than just through the anonymous module evaluation form.

Best wishes,
[PERSON]",[ORGANIZATION],"[ORGANIZATION], I wanted to share some constructive feedback about KV4006 as a whole. Overall I've found the module well-structured and the lectures clear. However, I think the practical sessions could benefit from more hands-on exercises rather than demonstrations, and the assignment brief could be clearer about expectations for the design section. I hope this is useful. I thought it was better to share directly rather than just through the anonymous module evaluation form. Best wishes, [PERSON]","[ORGANIZATION] [SEP] [ORGANIZATION], I wanted to share some constructive feedback about KV4006 as a whole. Overall I've found the module well-structured and the lectures clear. However, I think the practical sessions could benefit from more hands-on exercises rather than demonstrations, and the assignment brief could be clearer about expectations for the design section. I hope this is useful. I thought it was better to share directly rather than just through the anonymous module evaluation form. Best wishes, [PERSON]",['feedback'],1,0,0,0,1,0,0,[3]
Few Things About KV6003,"Dear Dr Smith,

I hope you're well. I have a few things I wanted to ask about KV6003:

1. Could you confirm the deadline for the final project submission? Blackboard says May 7th but the module handbook says May 6th.
2. I'm struggling to find relevant papers for my literature review — could you recommend any journals or databases I should be searching?
3. Are we allowed to use ChatGPT to help with debugging our code, and if so, how do we reference it?

Apologies for the long email but I wanted to get everything in one message rather than sending three separate ones.

Kind regards,
Olivia Hughes",Few Things About KV6003,"[ORGANIZATION],

I hope you're well. I have a few things I wanted to ask about KV6003:

1. Could you confirm the deadline for the final project submission? [PERSON] says May 7th but the module handbook says May 6th.
2. I'm struggling to find relevant papers for my literature review — could you recommend any journals or databases I should be searching?
3. Are we allowed to use ChatGPT to help with debugging our code, and if so, how do we reference it?

Apologies for the long email but I wanted to get everything in one message rather than sending three separate ones.

[SIGN_OFF]
[PERSON]",Few Things About KV6003,"[ORGANIZATION], I hope you're well. I have a few things I wanted to ask about KV6003: 1. Could you confirm the deadline for the final project submission? [PERSON] says May 7th but the module handbook says May 6th. 2. I'm struggling to find relevant papers for my literature review — could you recommend any journals or databases I should be searching? 3. Are we allowed to use ChatGPT to help with debugging our code, and if so, how do we reference it? Apologies for the long email but I wanted to get everything in one message rather than sending three separate ones. [SIGN_OFF] [PERSON]","Few Things About KV6003 [SEP] [ORGANIZATION], I hope you're well. I have a few things I wanted to ask about KV6003: 1. Could you confirm the deadline for the final project submission? [PERSON] says May 7th but the module handbook says May 6th. 2. I'm struggling to find relevant papers for my literature review — could you recommend any journals or databases I should be searching? 3. Are we allowed to use ChatGPT to help with debugging our code, and if so, how do we reference it? Apologies for the long email but I wanted to get everything in one message rather than sending three separate ones. [SIGN_OFF] [PERSON]","['assessment', 'resources']",2,0,1,0,0,1,0,"[1, 4]"
kv5002 stuff,"hi dr smith

few things:
- when is the assignment due again?
- also i cant find the slides from week 5 on blackboard
- and my attendance is showing wrong can u fix it

thx
jake",kv5002 stuff,"hi [PERSON] things:
- when is the assignment due again?
- also i cant find the slides from week 5 on blackboard
- and my attendance is showing wrong can u fix it

thx
jake",kv5002 stuff,hi [PERSON] things: - when is the assignment due again? - also i cant find the slides from week 5 on blackboard - and my attendance is showing wrong can u fix it thx jake,kv5002 stuff [SEP] hi [PERSON] things: - when is the assignment due again? - also i cant find the slides from week 5 on blackboard - and my attendance is showing wrong can u fix it thx jake,"['admin', 'assessment', 'resources']",3,1,1,0,0,1,0,"[0, 1, 4]"
Extension Request and Supervision Rescheduling,"Dear Dr Smith,

I'm writing about two things regarding KV6003. Firstly, I've been unwell with a chest infection for the past week and I'd like to request a short extension on the interim report. I have a GP letter which I can provide.

Secondly, I won't be able to make our supervision meeting on Thursday because of a hospital appointment. Could we reschedule to the following week? I'm available Monday or Wednesday afternoon.

Thank you for understanding.

Best wishes,
Rebecca Lawrence",Extension Request and Supervision Rescheduling,"[ORGANIZATION],

I'm writing about two things regarding KV6003. Firstly, I've been unwell with a chest infection for the past week and I'd like to request a short extension on the interim report. I have a [ORGANIZATION] letter which I can provide.

Secondly, I won't be able to make our supervision meeting on Thursday because of a hospital appointment. Could we reschedule to the following week? I'm available Monday or Wednesday afternoon.

Thank you for understanding.

Best wishes,
[PERSON]",Extension Request and Supervision Rescheduling,"[ORGANIZATION], I'm writing about two things regarding KV6003. Firstly, I've been unwell with a chest infection for the past week and I'd like to request a short extension on the interim report. I have a [ORGANIZATION] letter which I can provide. Secondly, I won't be able to make our supervision meeting on Thursday because of a hospital appointment. Could we reschedule to the following week? I'm available Monday or Wednesday afternoon. Thank you for understanding. Best wishes, [PERSON]","Extension Request and Supervision Rescheduling [SEP] [ORGANIZATION], I'm writing about two things regarding KV6003. Firstly, I've been unwell with a chest infection for the past week and I'd like to request a short extension on the interim report. I have a [ORGANIZATION] letter which I can provide. Secondly, I won't be able to make our supervision meeting on Thursday because of a hospital appointment. Could we reschedule to the following week? I'm available Monday or Wednesday afternoon. Thank you for understanding. Best wishes, [PERSON]","['extenuating_circumstances', 'timetabling']",2,0,0,1,0,0,1,"[2, 5]"
kv4006 questions and mark query,"hi

ive got a few questions about kv4006. first off when are we getting our coursework marks back?? its been ages. also i heard the exam has been moved to a different date is that true?? and lastly where can i find the revision materials u mentioned in the last lecture

sorry for all the questions lol
ben",kv4006 questions and mark query,"hi

ive got a few questions about kv4006. first off when are we getting our coursework marks back?? its been ages. also i heard the exam has been moved to a different date is that true?? and lastly where can i find the revision materials u mentioned in the last lecture

sorry for all the questions lol
[PERSON]",kv4006 questions and mark query,hi ive got a few questions about kv4006. first off when are we getting our coursework marks back?? its been ages. also i heard the exam has been moved to a different date is that true?? and lastly where can i find the revision materials u mentioned in the last lecture sorry for all the questions lol [PERSON],kv4006 questions and mark query [SEP] hi ive got a few questions about kv4006. first off when are we getting our coursework marks back?? its been ages. also i heard the exam has been moved to a different date is that true?? and lastly where can i find the revision materials u mentioned in the last lecture sorry for all the questions lol [PERSON],"['feedback', 'resources', 'timetabling']",3,0,0,0,1,1,1,"[3, 4, 5]"
Module Feedback and Next Year Planning,"Dear Dr Smith,

Now that KV5002 is wrapping up, I wanted to do two things. First, I wanted to say that the module has been really well taught and I've learned a lot — the practical sessions were particularly valuable.

Second, I'm choosing my modules for next year and I was wondering if you could advise on which optional modules would complement KV6003 well? I'm interested in AI and data science.

Thank you,
Emily Chen",Module Feedback and Next Year Planning,"[ORGANIZATION],

Now that KV5002 is wrapping up, I wanted to do two things. First, I wanted to say that the module has been really well taught and I've learned a lot — the practical sessions were particularly valuable.

Second, I'm choosing my modules for next year and I was wondering if you could advise on which optional modules would complement [PERSON] well? I'm interested in AI and data science.

Thank you,
[PERSON]",Module Feedback and Next Year Planning,"[ORGANIZATION], Now that KV5002 is wrapping up, I wanted to do two things. First, I wanted to say that the module has been really well taught and I've learned a lot — the practical sessions were particularly valuable. Second, I'm choosing my modules for next year and I was wondering if you could advise on which optional modules would complement [PERSON] well? I'm interested in AI and data science. Thank you, [PERSON]","Module Feedback and Next Year Planning [SEP] [ORGANIZATION], Now that KV5002 is wrapping up, I wanted to do two things. First, I wanted to say that the module has been really well taught and I've learned a lot — the practical sessions were particularly valuable. Second, I'm choosing my modules for next year and I was wondering if you could advise on which optional modules would complement [PERSON] well? I'm interested in AI and data science. Thank you, [PERSON]","['admin', 'feedback']",2,1,0,0,1,0,0,"[0, 3]"
