subject,body,subject_masked,body_masked,subject_clean,body_clean,text_clean,label_list,n_labels,y_admin,y_assessment,y_extenuating_circumstances,y_feedback,y_resources,y_timetabling,label_ids
catching up after being away,"hi dr smith

ive been off for 3 weeks because of health stuff (i submitted an EC form). im back now and trying to catch up but i dont know where to start. can u tell me:

- what topics did kv5002 cover in weeks 8-10
- are the lecture recordings available
- has anything been set that i need to know about
- do i need to apply for anything else or is my EC form enough

sorry for all the questions
katie",catching up after being away,"hi dr smith

ive been off for 3 weeks because of health stuff (i submitted an EC form). im back now and trying to catch up but i dont know where to start. can u tell me:

- what topics did kv5002 cover in weeks 8-10
- are the lecture recordings available
- has anything been set that i need to know about
- do i need to apply for anything else or is my EC form enough

sorry for all the questions
katie",catching up after being away,hi dr smith ive been off for 3 weeks because of health stuff (i submitted an EC form). im back now and trying to catch up but i dont know where to start. can u tell me: - what topics did kv5002 cover in weeks 8-10 - are the lecture recordings available - has anything been set that i need to know about - do i need to apply for anything else or is my EC form enough sorry for all the questions katie,catching up after being away [SEP] hi dr smith ive been off for 3 weeks because of health stuff (i submitted an EC form). im back now and trying to catch up but i dont know where to start. can u tell me: - what topics did kv5002 cover in weeks 8-10 - are the lecture recordings available - has anything been set that i need to know about - do i need to apply for anything else or is my EC form enough sorry for all the questions katie,"['extenuating_circumstances', 'resources', 'timetabling']",3,0,0,1,0,1,1,"[2, 4, 5]"
Extenuating Circumstances Form - Where to Find It?,"Dear Dr Smith,

I need to submit an extenuating circumstances claim but I can't find the form on the student portal. Could you send me the link or tell me where to find it? Also, do I submit it to you directly or to the faculty office?

I need to get this in before the KV4006 deadline on Friday.

Thanks,
Sophie Green",Extenuating Circumstances Form - Where to Find It?,"Dear Dr Smith,

I need to submit an extenuating circumstances claim but I can't find the form on the student portal. Could you send me the link or tell me where to find it? Also, do I submit it to you directly or to the faculty office?

I need to get this in before the KV4006 deadline on Friday.

[SIGN_OFF]
Sophie Green",Extenuating Circumstances Form - Where to Find It?,"Dear Dr Smith, I need to submit an extenuating circumstances claim but I can't find the form on the student portal. Could you send me the link or tell me where to find it? Also, do I submit it to you directly or to the faculty office? I need to get this in before the KV4006 deadline on Friday. [SIGN_OFF] Sophie Green","Extenuating Circumstances Form - Where to Find It? [SEP] Dear Dr Smith, I need to submit an extenuating circumstances claim but I can't find the form on the student portal. Could you send me the link or tell me where to find it? Also, do I submit it to you directly or to the faculty office? I need to get this in before the KV4006 deadline on Friday. [SIGN_OFF] Sophie Green",['extenuating_circumstances'],1,0,0,1,0,0,0,[2]
still no kv4006 marks,"hi

any update on the kv4006 marks?? its been over a month now. some of us need them for placement applications and the wait is getting ridiculous

sorry but its frustrating
dan",still no kv4006 marks,"hi

any update on the kv4006 marks?? its been over a month now. some of us need them for placement applications and the wait is getting ridiculous

sorry but its frustrating
dan",still no kv4006 marks,hi any update on the kv4006 marks?? its been over a month now. some of us need them for placement applications and the wait is getting ridiculous sorry but its frustrating dan,still no kv4006 marks [SEP] hi any update on the kv4006 marks?? its been over a month now. some of us need them for placement applications and the wait is getting ridiculous sorry but its frustrating dan,['feedback'],1,0,0,0,1,0,0,[3]
NEED EXTENSION PLEASE,"HI DR SMITH

I KNOW THE DEADLINE IS TOMORROW BUT I REALLY NEED AN EXTENSION FOR KV5002. I HAVE HAD SO MANY DEADLINES THIS WEEK AND I CANT COPE WITH THEM ALL. I HAVENT SLEPT IN 3 DAYS AND IM REALLY STRUGGLING.

PLEASE CAN I HAVE EVEN JUST 48 HOURS EXTRA??

MICHAEL",NEED EXTENSION PLEASE,"HI DR SMITH

I KNOW THE DEADLINE IS TOMORROW BUT I REALLY NEED AN EXTENSION FOR KV5002. I HAVE HAD SO MANY DEADLINES THIS WEEK AND I CANT COPE WITH THEM ALL. I HAVENT SLEPT IN 3 DAYS AND IM REALLY STRUGGLING.

PLEASE CAN I HAVE EVEN JUST 48 HOURS EXTRA??

MICHAEL",NEED EXTENSION PLEASE,HI DR SMITH I KNOW THE DEADLINE IS TOMORROW BUT I REALLY NEED AN EXTENSION FOR KV5002. I HAVE HAD SO MANY DEADLINES THIS WEEK AND I CANT COPE WITH THEM ALL. I HAVENT SLEPT IN 3 DAYS AND IM REALLY STRUGGLING. PLEASE CAN I HAVE EVEN JUST 48 HOURS EXTRA?? MICHAEL,NEED EXTENSION PLEASE [SEP] HI DR SMITH I KNOW THE DEADLINE IS TOMORROW BUT I REALLY NEED AN EXTENSION FOR KV5002. I HAVE HAD SO MANY DEADLINES THIS WEEK AND I CANT COPE WITH THEM ALL. I HAVENT SLEPT IN 3 DAYS AND IM REALLY STRUGGLING. PLEASE CAN I HAVE EVEN JUST 48 HOURS EXTRA?? MICHAEL,['extenuating_circumstances'],1,0,0,1,0,0,0,[2]
Extension Request - KV6003 Project,"Dear Dr Smith,

I am writing to request an extension for my KV6003 project submission. My mother was admitted to hospital last week with a serious illness and I have been travelling home to care for her. I have medical evidence from the hospital which I can provide.

I have completed approximately 70% of my project but I need an additional two weeks to finish the remaining work. I hope you can understand the situation.

Kind regards,
Sarah Thompson",Extension Request - KV6003 Project,"Dear Dr Smith,

I am writing to request an extension for my KV6003 project submission. My mother was admitted to hospital last week with a serious illness and I have been travelling home to care for her. I have medical evidence from the hospital which I can provide.

I have completed approximately 70% of my project but I need an additional two weeks to finish the remaining work. I hope you can understand the situation.

[SIGN_OFF]
[PERSON]",Extension Request - KV6003 Project,"Dear Dr Smith, I am writing to request an extension for my KV6003 project submission. My mother was admitted to hospital last week with a serious illness and I have been travelling home to care for her. I have medical evidence from the hospital which I can provide. I have completed approximately 70% of my project but I need an additional two weeks to finish the remaining work. I hope you can understand the situation. [SIGN_OFF] [PERSON]","Extension Request - KV6003 Project [SEP] Dear Dr Smith, I am writing to request an extension for my KV6003 project submission. My mother was admitted to hospital last week with a serious illness and I have been travelling home to care for her. I have medical evidence from the hospital which I can provide. I have completed approximately 70% of my project but I need an additional two weeks to finish the remaining work. I hope you can understand the situation. [SIGN_OFF] [PERSON]",['extenuating_circumstances'],1,0,0,1,0,0,0,[2]
Quick Q about referencing,"hi

do we need to use harvard referencing or can we use APA? the brief doesnt say

cheers
ben",Quick Q about referencing,"hi

do we need to use harvard referencing or can we use APA? the brief doesnt say

cheers
ben",Quick Q about referencing,hi do we need to use harvard referencing or can we use APA? the brief doesnt say cheers ben,Quick Q about referencing [SEP] hi do we need to use harvard referencing or can we use APA? the brief doesnt say cheers ben,['assessment'],1,0,1,0,0,0,0,[1]
Timetable Clash - KV5002 and KV4006,"Dear Dr Smith,

I've just checked my timetable for Semester 2 and I have a clash between KV5002 (Wednesday 10am-12pm) and KV4006 (Wednesday 10:30am-12:30pm). Both are listed as mandatory sessions.

Could you advise on what I should do? Is there an alternative session for either module?

Thank you,
Sarah Thompson",Timetable Clash - KV5002 and KV4006,"Dear Dr Smith,

I've just checked my timetable for Semester 2 and I have a clash between KV5002 (Wednesday 10am-12pm) and KV4006 (Wednesday 10:30am-12:30pm). Both are listed as mandatory sessions.

Could you advise on what I should do? Is there an alternative session for either module?

Thank you,
[PERSON]",Timetable Clash - KV5002 and KV4006,"Dear Dr Smith, I've just checked my timetable for Semester 2 and I have a clash between KV5002 (Wednesday 10am-12pm) and KV4006 (Wednesday 10:30am-12:30pm). Both are listed as mandatory sessions. Could you advise on what I should do? Is there an alternative session for either module? Thank you, [PERSON]","Timetable Clash - KV5002 and KV4006 [SEP] Dear Dr Smith, I've just checked my timetable for Semester 2 and I have a clash between KV5002 (Wednesday 10am-12pm) and KV4006 (Wednesday 10:30am-12:30pm). Both are listed as mandatory sessions. Could you advise on what I should do? Is there an alternative session for either module? Thank you, [PERSON]",['timetabling'],1,0,0,0,0,0,1,[5]
cant open the files,"hi

the files u uploaded for kv6003 week 9 are in a .ipynb format and i dont know how to open them. i dont have jupyter installed yet. is there a way to view them without installing anything?? or can u upload them as pdfs too

thx
connor",cant open the files,"hi

the files u uploaded for kv6003 week 9 are in a .ipynb format and i dont know how to open them. i dont have jupyter installed yet. is there a way to view them without installing anything?? or can u upload them as pdfs too

thx
connor",cant open the files,hi the files u uploaded for kv6003 week 9 are in a .ipynb format and i dont know how to open them. i dont have jupyter installed yet. is there a way to view them without installing anything?? or can u upload them as pdfs too thx connor,cant open the files [SEP] hi the files u uploaded for kv6003 week 9 are in a .ipynb format and i dont know how to open them. i dont have jupyter installed yet. is there a way to view them without installing anything?? or can u upload them as pdfs too thx connor,['resources'],1,0,0,0,0,1,0,[4]
Placement Year - Module Timetabling Query,"Dear Dr Smith,

I'm returning from my placement year in September and need to complete KV6003 and KV5002. I've been told there may be timetable conflicts for returning placement students as some modules have moved to different semesters.

Could you confirm which semester each module runs in for the upcoming academic year? I need to plan around my remaining placement commitments.

Kind regards,
Isla Ferguson",Placement Year - Module Timetabling Query,"Dear Dr Smith,

I'm returning from my placement year in September and need to complete KV6003 and KV5002. I've been told there may be timetable conflicts for returning placement students as some modules have moved to different semesters.

Could you confirm which semester each module runs in for the upcoming academic year? I need to plan around my remaining placement commitments.

[SIGN_OFF]
[PERSON]",Placement Year - Module Timetabling Query,"Dear Dr Smith, I'm returning from my placement year in September and need to complete KV6003 and KV5002. I've been told there may be timetable conflicts for returning placement students as some modules have moved to different semesters. Could you confirm which semester each module runs in for the upcoming academic year? I need to plan around my remaining placement commitments. [SIGN_OFF] [PERSON]","Placement Year - Module Timetabling Query [SEP] Dear Dr Smith, I'm returning from my placement year in September and need to complete KV6003 and KV5002. I've been told there may be timetable conflicts for returning placement students as some modules have moved to different semesters. Could you confirm which semester each module runs in for the upcoming academic year? I need to plan around my remaining placement commitments. [SIGN_OFF] [PERSON]",['timetabling'],1,0,0,0,0,0,1,[5]
can i audit a module,"hi

im a kv6003 student but im really interested in the databases content from kv4006. is there a way i can sit in on some of the lectures without being formally enrolled?? i just want to learn the material

cheers
zara",can i audit a module,"hi

im a kv6003 student but im really interested in the databases content from kv4006. is there a way i can sit in on some of the lectures without being formally enrolled?? i just want to learn the material

cheers
zara",can i audit a module,hi im a kv6003 student but im really interested in the databases content from kv4006. is there a way i can sit in on some of the lectures without being formally enrolled?? i just want to learn the material cheers zara,can i audit a module [SEP] hi im a kv6003 student but im really interested in the databases content from kv4006. is there a way i can sit in on some of the lectures without being formally enrolled?? i just want to learn the material cheers zara,['admin'],1,1,0,0,0,0,0,[0]
reading list not working,"the reading list link on blackboard for kv5002 takes me to the library page but all the links to the actual books and papers say 'access denied'. i think the library subscriptions might have expired or something??

can u send the pdfs directly or tell me how to access them

thx
katie",reading list not working,"the reading list link on blackboard for kv5002 takes me to the library page but all the links to the actual books and papers say 'access denied'. i think the library subscriptions might have expired or something??

can u send the pdfs directly or tell me how to access them

thx
katie",reading list not working,the reading list link on blackboard for kv5002 takes me to the library page but all the links to the actual books and papers say 'access denied'. i think the library subscriptions might have expired or something?? can u send the pdfs directly or tell me how to access them thx katie,reading list not working [SEP] the reading list link on blackboard for kv5002 takes me to the library page but all the links to the actual books and papers say 'access denied'. i think the library subscriptions might have expired or something?? can u send the pdfs directly or tell me how to access them thx katie,['resources'],1,0,0,0,0,1,0,[4]
Module Feedback and Next Year Planning,"Dear Dr Smith,

Now that KV5002 is wrapping up, I wanted to do two things. First, I wanted to say that the module has been really well taught and I've learned a lot — the practical sessions were particularly valuable.

Second, I'm choosing my modules for next year and I was wondering if you could advise on which optional modules would complement KV6003 well? I'm interested in AI and data science.

Thank you,
Emily Chen",Module Feedback and Next Year Planning,"Dear Dr Smith,

Now that KV5002 is wrapping up, I wanted to do two things. First, I wanted to say that the module has been really well taught and I've learned a lot — the practical sessions were particularly valuable.

Second, I'm choosing my modules for next year and I was wondering if you could advise on which optional modules would complement KV6003 well? I'm interested in AI and data science.

Thank you,
[PERSON]",Module Feedback and Next Year Planning,"Dear Dr Smith, Now that KV5002 is wrapping up, I wanted to do two things. First, I wanted to say that the module has been really well taught and I've learned a lot — the practical sessions were particularly valuable. Second, I'm choosing my modules for next year and I was wondering if you could advise on which optional modules would complement KV6003 well? I'm interested in AI and data science. Thank you, [PERSON]","Module Feedback and Next Year Planning [SEP] Dear Dr Smith, Now that KV5002 is wrapping up, I wanted to do two things. First, I wanted to say that the module has been really well taught and I've learned a lot — the practical sessions were particularly valuable. Second, I'm choosing my modules for next year and I was wondering if you could advise on which optional modules would complement KV6003 well? I'm interested in AI and data science. Thank you, [PERSON]","['admin', 'feedback']",2,1,0,0,1,0,0,"[0, 3]"
Interruption of Studies,"Dear Dr Smith,

I'm writing to let you know that I'm considering taking an interruption of studies due to personal circumstances. I wanted to discuss this with you first as my module leader before I submit the formal application.

Could we arrange a meeting to talk through the process and what it would mean for my modules? I'm currently enrolled in KV6003 and KV5002.

Regards,
Nathan Brooks",Interruption of Studies,"Dear Dr Smith,

I'm writing to let you know that I'm considering taking an interruption of studies due to personal circumstances. I wanted to discuss this with you first as my module leader before I submit the formal application.

Could we arrange a meeting to talk through the process and what it would mean for my modules? I'm currently enrolled in KV6003 and KV5002.

[SIGN_OFF]
[PERSON]",Interruption of Studies,"Dear Dr Smith, I'm writing to let you know that I'm considering taking an interruption of studies due to personal circumstances. I wanted to discuss this with you first as my module leader before I submit the formal application. Could we arrange a meeting to talk through the process and what it would mean for my modules? I'm currently enrolled in KV6003 and KV5002. [SIGN_OFF] [PERSON]","Interruption of Studies [SEP] Dear Dr Smith, I'm writing to let you know that I'm considering taking an interruption of studies due to personal circumstances. I wanted to discuss this with you first as my module leader before I submit the formal application. Could we arrange a meeting to talk through the process and what it would mean for my modules? I'm currently enrolled in KV6003 and KV5002. [SIGN_OFF] [PERSON]",['admin'],1,1,0,0,0,0,0,[0]
Week 8 Slides Still Missing,"Hi Dr Smith,

Just following up on this — the Week 8 slides for KV5002 still haven't been uploaded. A few of us have been waiting as we need them for the assignment. Could you let us know when they'll be available?

Thanks,
James",Week 8 Slides Still Missing,"Hi [PERSON],

Just following up on this — the Week 8 slides for KV5002 still haven't been uploaded. A few of us have been waiting as we need them for the assignment. Could you let us know when they'll be available?

[SIGN_OFF]
James",Week 8 Slides Still Missing,"Hi [PERSON], Just following up on this — the Week 8 slides for KV5002 still haven't been uploaded. A few of us have been waiting as we need them for the assignment. Could you let us know when they'll be available? [SIGN_OFF] James","Week 8 Slides Still Missing [SEP] Hi [PERSON], Just following up on this — the Week 8 slides for KV5002 still haven't been uploaded. A few of us have been waiting as we need them for the assignment. Could you let us know when they'll be available? [SIGN_OFF] James",['resources'],1,0,0,0,0,1,0,[4]
Assignment Resubmission,"Dear Dr Smith,

I submitted my KV4006 assignment earlier today but I've since noticed a significant error in my ER diagram. I've corrected it and would like to resubmit. Is this possible before the deadline passes, or does the first submission count as final?

Please advise urgently.

Thanks,
Alex Turner",Assignment Resubmission,"Dear Dr Smith,

I submitted my KV4006 assignment earlier today but I've since noticed a significant error in my ER diagram. I've corrected it and would like to resubmit. Is this possible before the deadline passes, or does the first submission count as final?

Please advise urgently.

[SIGN_OFF]
[PERSON]",Assignment Resubmission,"Dear Dr Smith, I submitted my KV4006 assignment earlier today but I've since noticed a significant error in my ER diagram. I've corrected it and would like to resubmit. Is this possible before the deadline passes, or does the first submission count as final? Please advise urgently. [SIGN_OFF] [PERSON]","Assignment Resubmission [SEP] Dear Dr Smith, I submitted my KV4006 assignment earlier today but I've since noticed a significant error in my ER diagram. I've corrected it and would like to resubmit. Is this possible before the deadline passes, or does the first submission count as final? Please advise urgently. [SIGN_OFF] [PERSON]",['assessment'],1,0,1,0,0,0,0,[1]
no lecture slides posted for today,"hi

the kv5002 lecture just finished but the slides havent been put on blackboard yet. are you going to upload them today?? i want to go over them while its still fresh

also is next weeks lecture in the same room

thx
katie",no lecture slides posted for today,"hi

the kv5002 lecture just finished but the slides havent been put on blackboard yet. are you going to upload them today?? i want to go over them while its still fresh

also is next weeks lecture in the same room

thx
katie",no lecture slides posted for today,hi the kv5002 lecture just finished but the slides havent been put on blackboard yet. are you going to upload them today?? i want to go over them while its still fresh also is next weeks lecture in the same room thx katie,no lecture slides posted for today [SEP] hi the kv5002 lecture just finished but the slides havent been put on blackboard yet. are you going to upload them today?? i want to go over them while its still fresh also is next weeks lecture in the same room thx katie,['timetabling'],1,0,0,0,0,0,1,[5]
when do lectures start back after easter,"hi

sorry if this is a stupid question but when do lectures start back after the easter break?? is it week 1 of semester 2 or do we have an extra week off

cheers
ben",when do lectures start back after easter,"hi

sorry if this is a stupid question but when do lectures start back after the easter break?? is it week 1 of semester 2 or do we have an extra week off

cheers
ben",when do lectures start back after easter,hi sorry if this is a stupid question but when do lectures start back after the easter break?? is it week 1 of semester 2 or do we have an extra week off cheers ben,when do lectures start back after easter [SEP] hi sorry if this is a stupid question but when do lectures start back after the easter break?? is it week 1 of semester 2 or do we have an extra week off cheers ben,['timetabling'],1,0,0,0,0,0,1,[5]
marks still not out for kv4006,"hi

its been over a month since we submitted kv4006 and marks still arent out. loads of people are asking about it in the group chat. do u know when theyll be released??

some of us need the marks for job applications

ta
ben",marks still not out for kv4006,"hi

its been over a month since we submitted kv4006 and marks still arent out. loads of people are asking about it in the group chat. do u know when theyll be released??

some of us need the marks for job applications

ta
ben",marks still not out for kv4006,hi its been over a month since we submitted kv4006 and marks still arent out. loads of people are asking about it in the group chat. do u know when theyll be released?? some of us need the marks for job applications ta ben,marks still not out for kv4006 [SEP] hi its been over a month since we submitted kv4006 and marks still arent out. loads of people are asking about it in the group chat. do u know when theyll be released?? some of us need the marks for job applications ta ben,['feedback'],1,0,0,0,1,0,0,[3]
Reading Week Confusion,"Dear Dr Smith,

I'm a bit confused about reading week. The university calendar says it's Week 7 but someone in my seminar group said KV6003 still has a session that week. Could you confirm whether there's any teaching during reading week for KV6003?

I was planning to use the week for project work but I don't want to miss anything.

Best wishes,
Emily Chen",Reading Week Confusion,"Dear Dr Smith,

I'm a bit confused about reading week. The university calendar says it's Week 7 but someone in my seminar group said KV6003 still has a session that week. Could you confirm whether there's any teaching during reading week for KV6003?

I was planning to use the week for project work but I don't want to miss anything.

Best wishes,
[PERSON]",Reading Week Confusion,"Dear Dr Smith, I'm a bit confused about reading week. The university calendar says it's Week 7 but someone in my seminar group said KV6003 still has a session that week. Could you confirm whether there's any teaching during reading week for KV6003? I was planning to use the week for project work but I don't want to miss anything. Best wishes, [PERSON]","Reading Week Confusion [SEP] Dear Dr Smith, I'm a bit confused about reading week. The university calendar says it's Week 7 but someone in my seminar group said KV6003 still has a session that week. Could you confirm whether there's any teaching during reading week for KV6003? I was planning to use the week for project work but I don't want to miss anything. Best wishes, [PERSON]",['timetabling'],1,0,0,0,0,0,1,[5]
Lecture Slides - Week 6 KV5002,"Dear Dr Smith,

I noticed that the lecture slides for Week 6 of KV5002 haven't been uploaded to Blackboard yet. Could you let me know when they'll be available? I'd like to review them before next week's session.

Thank you,
Emily Chen",Lecture Slides - Week 6 KV5002,"Dear Dr Smith,

I noticed that the lecture slides for Week 6 of KV5002 haven't been uploaded to Blackboard yet. Could you let me know when they'll be available? I'd like to review them before next week's session.

Thank you,
[PERSON]",Lecture Slides - Week 6 KV5002,"Dear Dr Smith, I noticed that the lecture slides for Week 6 of KV5002 haven't been uploaded to Blackboard yet. Could you let me know when they'll be available? I'd like to review them before next week's session. Thank you, [PERSON]","Lecture Slides - Week 6 KV5002 [SEP] Dear Dr Smith, I noticed that the lecture slides for Week 6 of KV5002 haven't been uploaded to Blackboard yet. Could you let me know when they'll be available? I'd like to review them before next week's session. Thank you, [PERSON]",['resources'],1,0,0,0,0,1,0,[4]
URGENT - Multiple Issues,"HI DR SMITH

I HAVE SEVERAL PROBLEMS AND I DONT KNOW WHO TO TALK TO.

1. I MISSED THE KV5002 SUBMISSION DEADLINE BECAUSE I WAS IN HOSPITAL
2. I STILL HAVENT GOT MY KV4006 MARK BACK FROM LAST MONTH
3. MY TIMETABLE IS SHOWING THE WRONG SEMINAR GROUP
4. I CANT ACCESS THE KV6003 BLACKBOARD PAGE

PLEASE HELP IM SO STRESSED

MICHAEL",URGENT - Multiple Issues,"HI DR SMITH

I HAVE SEVERAL PROBLEMS AND I DONT KNOW WHO TO TALK TO.

1. I MISSED THE KV5002 SUBMISSION DEADLINE BECAUSE I WAS IN HOSPITAL
2. I STILL HAVENT GOT MY KV4006 MARK BACK FROM LAST MONTH
3. MY TIMETABLE IS SHOWING THE WRONG SEMINAR GROUP
4. I CANT ACCESS THE KV6003 BLACKBOARD PAGE

PLEASE HELP IM SO STRESSED

MICHAEL",URGENT - Multiple Issues,HI DR SMITH I HAVE SEVERAL PROBLEMS AND I DONT KNOW WHO TO TALK TO. 1. I MISSED THE KV5002 SUBMISSION DEADLINE BECAUSE I WAS IN HOSPITAL 2. I STILL HAVENT GOT MY KV4006 MARK BACK FROM LAST MONTH 3. MY TIMETABLE IS SHOWING THE WRONG SEMINAR GROUP 4. I CANT ACCESS THE KV6003 BLACKBOARD PAGE PLEASE HELP IM SO STRESSED MICHAEL,URGENT - Multiple Issues [SEP] HI DR SMITH I HAVE SEVERAL PROBLEMS AND I DONT KNOW WHO TO TALK TO. 1. I MISSED THE KV5002 SUBMISSION DEADLINE BECAUSE I WAS IN HOSPITAL 2. I STILL HAVENT GOT MY KV4006 MARK BACK FROM LAST MONTH 3. MY TIMETABLE IS SHOWING THE WRONG SEMINAR GROUP 4. I CANT ACCESS THE KV6003 BLACKBOARD PAGE PLEASE HELP IM SO STRESSED MICHAEL,"['admin', 'extenuating_circumstances', 'feedback', 'resources']",4,1,0,1,1,1,0,"[0, 2, 3, 4]"
disappointed with mark,"hi

got 52% for kv6003 interim which is basically a pass and nothing more. i spent weeks on that report and honestly feel like the marking was harsh. every time i try really hard i still end up with mediocre marks and its really demotivating

i dont even know if its worth requesting feedback because nothing ever changes

whatever
liam",disappointed with mark,"hi

got 52% for kv6003 interim which is basically a pass and nothing more. i spent weeks on that report and honestly feel like the marking was harsh. every time i try really hard i still end up with mediocre marks and its really demotivating

i dont even know if its worth requesting feedback because nothing ever changes

whatever
liam",disappointed with mark,hi got 52% for kv6003 interim which is basically a pass and nothing more. i spent weeks on that report and honestly feel like the marking was harsh. every time i try really hard i still end up with mediocre marks and its really demotivating i dont even know if its worth requesting feedback because nothing ever changes whatever liam,disappointed with mark [SEP] hi got 52% for kv6003 interim which is basically a pass and nothing more. i spent weeks on that report and honestly feel like the marking was harsh. every time i try really hard i still end up with mediocre marks and its really demotivating i dont even know if its worth requesting feedback because nothing ever changes whatever liam,['feedback'],1,0,0,0,1,0,0,[3]
Blackboard App Not Syncing,"hi dr smith

the blackboard app on my phone isnt syncing properly for any of my modules. kv5002 and kv4006 both show old content from last semester. ive tried logging out and back in but nothing changes. i know this is probably an IT thing but do u know if anyone else has reported it??

sorry to bother u with this
chloe",Blackboard App Not Syncing,"hi dr smith

the blackboard app on my phone isnt syncing properly for any of my modules. kv5002 and kv4006 both show old content from last semester. ive tried logging out and back in but nothing changes. i know this is probably an IT thing but do u know if anyone else has reported it??

sorry to bother u with this
chloe",Blackboard App Not Syncing,hi dr smith the blackboard app on my phone isnt syncing properly for any of my modules. kv5002 and kv4006 both show old content from last semester. ive tried logging out and back in but nothing changes. i know this is probably an IT thing but do u know if anyone else has reported it?? sorry to bother u with this chloe,Blackboard App Not Syncing [SEP] hi dr smith the blackboard app on my phone isnt syncing properly for any of my modules. kv5002 and kv4006 both show old content from last semester. ive tried logging out and back in but nothing changes. i know this is probably an IT thing but do u know if anyone else has reported it?? sorry to bother u with this chloe,['resources'],1,0,0,0,0,1,0,[4]
Dissertation and Career Advice,"Dear Dr Smith,

I hope this isn't overstepping but I'd value your advice on two things. My KV6003 project is on NLP-based email classification and I'm really enjoying it. I wanted to ask:

1. Do you think the project has potential to be extended into a publishable paper? If so, what would I need to add?
2. I'm considering a career in NLP/AI research. Based on my work so far, do you think a masters or PhD would be a good next step?

No pressure to answer the career question if you'd rather not — I just respect your opinion.

Best wishes,
Sarah Thompson",Dissertation and Career Advice,"Dear Dr Smith,

I hope this isn't overstepping but I'd value your advice on two things. My KV6003 project is on NLP-based email classification and I'm really enjoying it. I wanted to ask:

1. Do you think the project has potential to be extended into a publishable paper? If so, what would I need to add?
2. I'm considering a career in NLP/AI research. Based on my work so far, do you think a masters or PhD would be a good next step?

No pressure to answer the career question if you'd rather not — I just respect your opinion.

Best wishes,
[PERSON]",Dissertation and Career Advice,"Dear Dr Smith, I hope this isn't overstepping but I'd value your advice on two things. My KV6003 project is on NLP-based email classification and I'm really enjoying it. I wanted to ask: 1. Do you think the project has potential to be extended into a publishable paper? If so, what would I need to add? 2. I'm considering a career in NLP/AI research. Based on my work so far, do you think a masters or PhD would be a good next step? No pressure to answer the career question if you'd rather not — I just respect your opinion. Best wishes, [PERSON]","Dissertation and Career Advice [SEP] Dear Dr Smith, I hope this isn't overstepping but I'd value your advice on two things. My KV6003 project is on NLP-based email classification and I'm really enjoying it. I wanted to ask: 1. Do you think the project has potential to be extended into a publishable paper? If so, what would I need to add? 2. I'm considering a career in NLP/AI research. Based on my work so far, do you think a masters or PhD would be a good next step? No pressure to answer the career question if you'd rather not — I just respect your opinion. Best wishes, [PERSON]","['admin', 'assessment']",2,1,1,0,0,0,0,"[0, 1]"
Extenuating Circumstances Rejected - Appeal,"Dear Dr Smith,

I submitted an extenuating circumstances claim for my KV5002 late submission but it was rejected because the panel said my evidence was insufficient. I provided a self-certification form but apparently they needed a GP letter.

I've now obtained a letter from my doctor. Can I appeal the decision? If so, what is the process and the deadline for the appeal?

I feel this is very unfair as I was genuinely unwell.

Regards,
Isla Ferguson",Extenuating Circumstances Rejected - Appeal,"Dear Dr Smith,

I submitted an extenuating circumstances claim for my KV5002 late submission but it was rejected because the panel said my evidence was insufficient. I provided a self-certification form but apparently they needed a GP letter.

I've now obtained a letter from my doctor. Can I appeal the decision? If so, what is the process and the deadline for the appeal?

I feel this is very unfair as I was genuinely unwell.

[SIGN_OFF]
[PERSON]",Extenuating Circumstances Rejected - Appeal,"Dear Dr Smith, I submitted an extenuating circumstances claim for my KV5002 late submission but it was rejected because the panel said my evidence was insufficient. I provided a self-certification form but apparently they needed a GP letter. I've now obtained a letter from my doctor. Can I appeal the decision? If so, what is the process and the deadline for the appeal? I feel this is very unfair as I was genuinely unwell. [SIGN_OFF] [PERSON]","Extenuating Circumstances Rejected - Appeal [SEP] Dear Dr Smith, I submitted an extenuating circumstances claim for my KV5002 late submission but it was rejected because the panel said my evidence was insufficient. I provided a self-certification form but apparently they needed a GP letter. I've now obtained a letter from my doctor. Can I appeal the decision? If so, what is the process and the deadline for the appeal? I feel this is very unfair as I was genuinely unwell. [SIGN_OFF] [PERSON]",['extenuating_circumstances'],1,0,0,1,0,0,0,[2]
kv6003 assignmnet,"hi

sorry i no this has probably been asked before but whats the exact deadline for the kv6003 assignment?? is it the 7th or the 14th because blackboard says one thing and the brief says another

confused lol
josh",kv6003 assignmnet,"hi

sorry i no this has probably been asked before but whats the exact deadline for the kv6003 assignment?? is it the 7th or the 14th because blackboard says one thing and the brief says another

confused lol
josh",kv6003 assignmnet,hi sorry i no this has probably been asked before but whats the exact deadline for the kv6003 assignment?? is it the 7th or the 14th because blackboard says one thing and the brief says another confused lol josh,kv6003 assignmnet [SEP] hi sorry i no this has probably been asked before but whats the exact deadline for the kv6003 assignment?? is it the 7th or the 14th because blackboard says one thing and the brief says another confused lol josh,['assessment'],1,0,1,0,0,0,0,[1]
